stress_test_id,claim_id,run_group,protocol_variant_id,summary_scope,outer_random_state,candidate_id,comparison_role,candidate_model_id,comparison_model_id,metric_name,metric_direction,n_blocks,advantage_mean,advantage_std_population,advantage_min,advantage_max,candidate_positive_blocks,candidate_negative_blocks,candidate_zero_blocks,row_status,interpretation_allowed_ru
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,all_outer_random_states,all,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,brier_score,lower_is_better,30,0.043721160364916335,0.001159836644887157,0.041321709973114455,0.047084645210326556,30,0,0,stage05_split_protocol_sensitivity_summary,Сводка по всем зафиксированным зернам случайности протокола 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260507,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,brier_score,lower_is_better,10,0.04388089616129215,0.0005814468153898622,0.043035451463969886,0.04507742760397871,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260517,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,brier_score,lower_is_better,10,0.043577060670271874,0.0016771860675226598,0.041321709973114455,0.047084645210326556,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260527,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,brier_score,lower_is_better,10,0.04370552426318499,0.0009154806879079209,0.04246081016343635,0.04599833127919426,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,all_outer_random_states,all,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,f1,higher_is_better,30,0.12223331785288687,0.0039485799265166375,0.11525266893405062,0.13145099710116503,30,0,0,stage05_split_protocol_sensitivity_summary,Сводка по всем зафиксированным зернам случайности протокола 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260507,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,f1,higher_is_better,10,0.12274530464075953,0.0027706201167881314,0.11980248046491104,0.12892324520721565,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260517,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,f1,higher_is_better,10,0.12228920371892324,0.004255420931960683,0.11525266893405062,0.13145099710116503,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260527,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,f1,higher_is_better,10,0.12166544519897779,0.004516765891267075,0.11644995123274704,0.1310915854044058,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,all_outer_random_states,all,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,log_loss,lower_is_better,30,0.143877876632483,0.004030082882591941,0.136083586151683,0.15592125041642912,30,0,0,stage05_split_protocol_sensitivity_summary,Сводка по всем зафиксированным зернам случайности протокола 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260507,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,log_loss,lower_is_better,10,0.14428493225267708,0.0024530072705382933,0.14069026619008201,0.14778979536135695,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260517,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,log_loss,lower_is_better,10,0.14354313668673352,0.0059729172581742315,0.136083586151683,0.15592125041642912,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260527,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,log_loss,lower_is_better,10,0.14380556095803834,0.002597834523865998,0.14128658167321623,0.15020521353711108,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,all_outer_random_states,all,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,roc_auc,higher_is_better,30,0.04461590547066185,0.002082212406733197,0.040530756030852544,0.05080279594956283,30,0,0,stage05_split_protocol_sensitivity_summary,Сводка по всем зафиксированным зернам случайности протокола 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260507,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,roc_auc,higher_is_better,10,0.04468761679519541,0.0012729350151107742,0.04241084876202461,0.04629738778820636,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260517,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,roc_auc,higher_is_better,10,0.044531082849999404,0.003033816688629965,0.040530756030852544,0.05080279594956283,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,single_outer_random_state,20260527,openml_miniboone_41150,primary_baseline,hist_gradient_boosting,logistic_regression,roc_auc,higher_is_better,10,0.04462901676679076,0.0014730610884235663,0.0429153928955488,0.04772873872172456,10,0,0,stage05_split_protocol_sensitivity_summary,Сводка по одному зерну случайности внешнего разбиения 10x1; используется только внутри ST05_03a.
